record_id,sensor_id,location,soil_moisture_percent,temperature_celsius,humidity_percent,timestamp,status,battery_voltage,irrigation_action
3653,SENSOR_5,Farm C,36.45602356135672,19.77587601956454,65.6290244985243,2025-07-07 01:56:05.116060160,Normal,3.5942956331631226,Reduce Irrigation
3654,SENSOR_18,Farm B,51.59035588675639,31.206649148581903,50.27531969507765,2025-07-02 07:34:19.964380672,Normal,3.6169289027515177,
3655,SENSOR_4,Farm A,34.18291235831205,20.282369155006617,39.33123583414448,2025-07-02 18:15:19.783821056,Critical Low,3.197295356471327,Irrigate
3656,SENSOR_8,Farm B,8.11744836907811,23.72513344436266,92.96708274664944,2025-07-04 22:17:46.570924032,Dry,3.868339655709693,Irrigate
3657,SENSOR_16,Farm D,39.49514672355485,20.896063342135346,36.20856839068861,2025-07-05 20:23:10.605136896,Critical High,3.865480981863865,
3658,SENSOR_11,Farm C,48.95881694366594,28.004235159282416,48.531984700342846,2025-07-04 01:14:03.414232832,Critical Low,3.32490146960524,
3659,SENSOR_3,Farm D,52.45728165649646,18.3330217268033,53.10763873936255,2025-07-06 16:21:55.138313728,Normal,3.376968509085775,Reduce Irrigation
3660,SENSOR_15,Farm C,19.85636894772996,28.948628601031658,86.83627215796821,2025-06-30 20:46:06.117276160,Critical High,4.180039478487635,
3661,SENSOR_13,Farm C,11.48699322356852,23.44973664994415,44.120430563373205,2025-07-06 23:00:39.986974464,Dry,3.264485028725981,Reduce Irrigation
3662,SENSOR_12,Farm C,18.491808390341404,25.654626057493346,71.29364578775215,2025-07-01 22:38:48.978069504,Wet,3.3379577847113846,Reduce Irrigation
3663,SENSOR_8,Farm D,8.311819379562017,30.996372577047957,40.04939246695858,2025-07-06 16:43:02.476490752,Normal,3.8058628017070086,Reduce Irrigation
3664,SENSOR_20,Farm B,9.660799261673713,22.138684216928237,78.29383082811346,2025-07-03 08:33:56.266362624,Dry,3.930635207374113,Irrigate
3665,SENSOR_16,Farm D,45.09127466353403,32.120015700167095,36.36962379936874,2025-07-06 08:10:50.996931584,Critical High,3.91612282614988,Reduce Irrigation
3666,SENSOR_11,Farm A,41.62634238649657,17.9139057889884,68.30327002792632,2025-07-05 05:28:09.033299712,Dry,3.7784565135318617,Reduce Irrigation
3667,SENSOR_12,Farm B,18.41015258688111,31.91974098144236,40.758009053271934,2025-07-01 19:16:11.598091520,Dry,3.335637798762799,Reduce Irrigation
3668,SENSOR_17,Farm C,41.806106979840266,31.477567742881572,57.1499852535085,2025-07-06 22:19:24.316365056,Critical High,3.4146398687189827,Reduce Irrigation
3669,SENSOR_7,Farm B,7.97675265997022,25.77862495227254,86.10668184011722,2025-07-02 06:48:24.151078144,Wet,3.953283580910131,Reduce Irrigation
3670,SENSOR_3,Farm A,17.928066144105284,24.75398999774896,32.060618260907155,2025-07-02 06:34:42.002453760,Critical Low,3.6135630978811033,Irrigate
3671,SENSOR_3,Farm D,14.788507878606438,33.06131513580061,37.70973920296678,2025-07-06 05:06:00.950558720,Wet,3.198311451999251,Reduce Irrigation
3672,SENSOR_7,Farm D,53.90649238336994,19.20145980265968,79.52988762258167,2025-07-01 07:39:04.981181440,Wet,4.077440667192615,Reduce Irrigation
3673,SENSOR_2,Farm D,32.21573616010683,25.35352465673775,52.92007985515299,2025-07-02 02:54:47.113948672,Wet,3.987193377243186,Reduce Irrigation
3674,SENSOR_14,Farm B,55.64205582768695,31.886428542276278,46.96923775060313,2025-07-04 01:36:50.290678016,Critical High,3.666865884733028,
3675,SENSOR_1,Farm D,33.20556596214655,33.004084251904025,42.81658866342708,2025-07-06 07:48:09.957504256,Critical High,3.228547904966409,
3676,SENSOR_14,Farm B,56.83512952529394,35.065405054397274,73.6982864580327,2025-07-01 14:33:04.083879680,Critical High,4.086587258858434,Irrigate
3677,SENSOR_20,Farm D,29.29642961876864,28.345714620880944,77.16623179296445,2025-07-04 08:54:30.075909888,Critical Low,3.0946209268857685,
3678,SENSOR_14,Farm C,55.51719570622873,33.15412049075812,77.34872294819334,2025-07-05 12:01:52.958870784,Critical High,3.218533977579489,Reduce Irrigation
3679,SENSOR_15,Farm C,28.57062491695596,30.52057476625188,51.02675668280071,2025-07-06 12:47:48.713442048,Critical Low,4.2,Irrigate
3680,SENSOR_12,Farm D,12.741256176887914,33.37531596054296,65.75501441037939,2025-07-07 01:13:41.505507072,Critical Low,3.851921885221727,Reduce Irrigation
3681,SENSOR_14,Farm D,58.73684422405607,24.327100499125617,69.74184693261188,2025-07-06 00:12:07.950543104,Critical High,4.010498220702469,Reduce Irrigation
3682,SENSOR_4,Farm D,26.64428509186787,26.90207564138463,89.97198490670314,2025-07-05 02:20:44.384034560,Normal,4.096731938784919,Reduce Irrigation
3683,SENSOR_13,Farm B,20.28266034293926,25.372761585192087,83.91029003550369,2025-07-03 13:59:50.173726720,Critical High,3.6003706420947603,Irrigate
3684,SENSOR_9,Farm C,6.828421551344886,34.82332196047693,54.1565809904339,2025-07-01 08:41:08.035441152,Wet,3.326527115729455,
3685,SENSOR_12,Farm B,18.029601741765077,27.82418718185071,53.31229870983775,2025-07-05 11:46:55.519706112,Normal,3.899618971582625,
3686,SENSOR_2,Farm C,51.37114980807808,21.014959457500005,92.34232764730508,2025-07-07 10:42:29.606533632,Normal,3.517140034816652,
3687,SENSOR_4,Farm B,6.606422707147377,17.52614203030149,44.66874631300664,2025-07-05 16:15:46.869419264,Normal,3.4107532300792696,Reduce Irrigation
3688,SENSOR_3,Farm D,23.53739537877822,31.011911613535563,47.15043466000185,2025-06-30 16:52:00.520295680,Critical Low,3.329024428365807,Reduce Irrigation
3689,SENSOR_20,Farm B,49.41590774021754,29.866843154033937,62.40078524378473,2025-07-04 00:23:02.431292416,Wet,3.6530903239862287,Reduce Irrigation
3690,SENSOR_13,Farm A,54.23924040343217,19.25727596288469,82.45040916489155,2025-07-04 20:00:52.160794368,Wet,4.02039864958905,
3691,SENSOR_9,Farm D,54.50062681474101,31.40971817990168,73.79141544788749,2025-07-05 08:27:19.117606400,Dry,4.116845128936029,
3692,SENSOR_9,Farm D,56.74464431916032,29.64563284294065,75.50251490305902,2025-07-05 13:26:18.140303360,Dry,3.851135009136323,
3693,SENSOR_11,Farm D,63.79330367307768,19.94328944386109,74.83188101904707,2025-07-04 10:38:22.252899840,Wet,3.70997382917271,Reduce Irrigation
3694,SENSOR_13,Farm B,21.254716646132604,24.99964693111848,81.6464135353368,2025-07-02 03:07:57.717022464,Critical High,3.615064990879867,Irrigate
3695,SENSOR_17,Farm C,38.41991950493528,32.581034244634004,55.79618843640911,2025-07-07 02:19:42.262861824,Critical High,3.1748028754950024,Reduce Irrigation
3696,SENSOR_5,Farm D,7.169979932184472,17.08070072175094,52.69689870566016,2025-07-05 09:36:53.081207040,Dry,4.099620044335484,
3697,SENSOR_2,Farm A,44.745424057722666,30.895589034680462,54.31755397068878,2025-07-02 05:22:04.291608832,Wet,4.121591041612881,
3698,SENSOR_19,Farm D,35.34369958388283,31.49102513403323,55.49131635691037,2025-07-02 19:32:31.794555392,Normal,3.2811750123972265,Irrigate
3699,SENSOR_8,Farm D,39.03536189412416,33.10522521417216,41.574406667196094,2025-07-06 22:58:00.503706112,Critical High,3.52382375792268,Reduce Irrigation
3700,SENSOR_1,Farm B,8.374626374077922,28.46424469553827,54.72100918001608,2025-07-06 17:15:20.407353088,Dry,3.913454009725429,Irrigate
3701,SENSOR_18,Farm B,52.84035107365983,27.586636024719287,78.07519817613493,2025-07-03 09:16:33.114913536,Wet,3.211444542851649,Irrigate
3702,SENSOR_10,Farm C,49.39088972836834,32.57971971811705,49.6423329468584,2025-06-30 20:26:52.113095680,Critical High,3.681107774392943,Reduce Irrigation
3703,SENSOR_8,Farm D,5.7245797116017085,18.970333078822225,47.86739166994786,2025-06-30 22:08:15.019387648,Dry,3.6471263684467217,Reduce Irrigation
3704,SENSOR_7,Farm B,10.727731626626786,23.10047774290097,89.3655119136144,2025-07-02 13:10:27.184580864,Wet,3.874909963404418,Reduce Irrigation
3705,SENSOR_16,Farm C,20.995367238522405,31.72594556224128,34.89817455303313,2025-07-04 22:24:53.217612288,Wet,3.1221595160352504,Irrigate
3706,SENSOR_17,Farm D,56.62600972308294,24.3554360245731,80.48988136248174,2025-07-04 14:57:54.145616640,Normal,3.145221366306867,Reduce Irrigation
3707,SENSOR_6,Farm B,31.984681109458357,26.47986434404534,85.64834854106512,2025-07-04 23:11:42.159138304,Wet,3.332679337012473,Irrigate
3708,SENSOR_10,Farm B,18.96038362372522,27.64859432052537,77.67734116609974,2025-07-05 13:01:59.897265152,Wet,3.435196107420805,Irrigate
3709,SENSOR_11,Farm B,25.00079717679013,28.59338190605209,55.13006345522171,2025-06-30 17:15:06.113459712,Normal,3.592330181422909,Irrigate
3710,SENSOR_2,Farm D,35.752450638637015,24.36431912565832,48.93391669966429,2025-07-01 07:31:14.795182336,Wet,3.8029085409014,Reduce Irrigation
3711,SENSOR_18,Farm B,23.55698733377986,21.608812699359135,76.86708560054178,2025-07-03 01:42:15.051733760,Critical Low,3.577726941899625,
3712,SENSOR_7,Farm C,30.293918265247235,31.64314024305516,70.70754862920596,2025-07-01 15:46:27.126920448,Critical Low,3.884867098197673,Reduce Irrigation
3713,SENSOR_16,Farm D,38.51444822310227,33.05146450402811,57.60831511462741,2025-07-01 02:35:06.546196480,Wet,3.259966451534757,
3714,SENSOR_7,Farm A,43.37647724342452,21.627131890078356,82.06362066916597,2025-07-05 00:22:42.286546688,Critical High,3.2413077394554906,Reduce Irrigation
3715,SENSOR_4,Farm C,9.661243994491493,30.55506627824154,65.75997899583159,2025-07-06 05:17:31.956873472,Normal,3.6684036048647295,
3716,SENSOR_3,Farm C,28.37359781754212,29.0912372981058,68.50486325827147,2025-07-05 18:53:37.956888832,Dry,3.5980010912443623,Irrigate
3717,SENSOR_15,Farm C,32.22675358464445,24.37259983172031,36.7894990106005,2025-07-06 05:34:28.725443072,Normal,3.674655136142348,
3718,SENSOR_18,Farm C,30.031103727474694,27.77839934184687,26.078720733895203,2025-07-05 04:30:21.405409792,Critical High,4.192090852116911,Irrigate
3719,SENSOR_15,Farm C,7.599393078636096,36.41687580511287,74.362281455046,2025-07-05 16:01:42.036403712,Dry,3.770545784428132,Reduce Irrigation
3720,SENSOR_13,Farm D,41.51295864751469,21.489750342201187,41.56368997193363,2025-07-02 11:09:40.621475840,Dry,3.3372419058644245,Irrigate
3721,SENSOR_17,Farm A,56.48971852079571,35.05241006572918,56.74852824459006,2025-07-07 10:45:11.217179392,Critical Low,3.190936917833476,Irrigate
3722,SENSOR_12,Farm D,13.224990298674973,35.82957106680876,61.80429243935712,2025-07-01 20:28:03.905793536,Critical Low,3.783373661363921,Reduce Irrigation
3723,SENSOR_11,Farm D,23.451072287993423,30.70005477689132,82.41578372793128,2025-07-02 01:39:44.973378048,Wet,3.1746646549899413,Irrigate
3724,SENSOR_12,Farm B,20.580405800168,30.060784250906966,37.4910879245195,2025-07-02 14:00:13.998284032,Dry,3.3912044056359534,Reduce Irrigation
3725,SENSOR_17,Farm A,59.15750204732301,33.45129157279445,56.623959372115024,2025-07-07 07:49:19.940827904,Critical Low,2.999636355589077,Irrigate
3726,SENSOR_5,Farm D,15.3542533181985,26.79575204087178,80.47416541654026,2025-07-07 09:58:13.990529024,Normal,3.62422099624265,Irrigate
3727,SENSOR_20,Farm D,41.57629806774927,29.88861298985256,35.2119255495359,2025-07-06 01:54:08.874949888,Wet,4.016209226208262,Reduce Irrigation
3728,SENSOR_10,Farm B,8.169237810593334,28.964791242144592,64.26028322638794,2025-07-04 22:24:14.642884096,Critical Low,3.0690172192880083,Irrigate
3729,SENSOR_10,Farm D,8.798698007810664,23.532745529145394,67.40149119366023,2025-07-04 04:19:51.153630720,Critical High,3.8182000542554513,Reduce Irrigation
3730,SENSOR_16,Farm D,56.41196096124492,31.17588389280265,39.54220060743188,2025-07-07 07:02:27.407624192,Dry,4.18763885618892,Reduce Irrigation
3731,SENSOR_18,Farm A,41.73418090846822,27.422238686127024,62.36616571353955,2025-07-05 09:26:30.075938304,Wet,4.037194059094054,
3732,SENSOR_12,Farm D,55.428384253777246,28.974196657288907,40.60740306620452,2025-07-07 02:44:52.202802944,Dry,3.114808164122394,Irrigate
3733,SENSOR_8,Farm D,4.248295162631122,20.320947000583622,60.21855070825516,2025-07-02 18:35:06.834240256,Normal,3.471128312411074,
3734,SENSOR_6,Farm D,22.67283817427945,22.47925892835393,47.587923099582845,2025-07-02 21:26:28.524497408,Critical High,3.878733943920072,Reduce Irrigation
3735,SENSOR_15,Farm A,22.799088857995063,27.422416958547068,76.22925743010286,2025-07-06 11:49:24.299213056,Wet,3.1121458104015374,
3736,SENSOR_7,Farm A,37.59895964244216,26.764524615863493,55.73924287552781,2025-07-01 14:56:39.396294144,Normal,3.632234229868755,
3737,SENSOR_8,Farm C,15.904887946390398,24.917558357419896,34.78450914544593,2025-07-07 02:56:47.177522176,Wet,3.4398399121329404,
3738,SENSOR_8,Farm A,22.64015466399541,32.79787767156183,87.7453697312642,2025-07-04 02:14:36.741272832,Critical Low,3.231697942764013,Irrigate
3739,SENSOR_3,Farm C,24.669420949562166,33.2031093095827,63.7827565983075,2025-07-06 23:42:38.500681728,Dry,3.760740060473161,
3740,SENSOR_4,Farm B,27.47583107502131,28.35811435248389,43.619833619226085,2025-07-02 21:56:30.087301888,Wet,3.4331025924173124,Reduce Irrigation
3741,SENSOR_18,Farm B,52.4949986438145,23.23409496834523,82.25710526210491,2025-07-05 12:48:49.508237056,Wet,3.2727707340285512,Irrigate
3742,SENSOR_7,Farm B,53.43680611133354,24.21036469894781,59.26127302756022,2025-07-03 22:09:52.475310336,Critical Low,3.1408805782375446,Reduce Irrigation
3743,SENSOR_12,Farm D,4.19280148224361,24.1480176016596,87.06433719984685,2025-07-04 22:01:49.159038720,Critical Low,3.896814079014194,Irrigate
3744,SENSOR_16,Farm D,37.29745705976776,28.66130659499101,57.14698189025018,2025-07-04 01:43:45.116054528,Wet,3.055758032616759,
3745,SENSOR_18,Farm D,23.414396525207074,30.398028018703048,92.66562124335516,2025-07-07 06:27:34.996633600,Critical High,3.3722655141556164,
3746,SENSOR_3,Farm C,39.04384030967335,32.71671664185256,33.14049756282432,2025-07-05 08:51:30.396171008,Critical High,3.560337630601655,Irrigate
3747,SENSOR_10,Farm D,28.37261430339849,26.66807284707491,57.60265065700538,2025-07-02 07:46:07.345131776,Critical Low,3.1122430170072897,
3748,SENSOR_17,Farm D,41.53368760578001,20.677328425668115,78.69425581881721,2025-07-06 20:56:07.541762048,Wet,3.170022191128229,Irrigate
3749,SENSOR_15,Farm A,30.53799278491868,31.540716408371992,89.0972042194269,2025-07-02 14:51:03.111894272,Normal,3.802032185800488,Reduce Irrigation
3750,SENSOR_15,Farm B,20.714197097203424,19.33072813769128,70.11839435130568,2025-07-03 03:42:50.947976704,Wet,3.850623719349629,Irrigate
3751,SENSOR_18,Farm D,59.37649500114279,28.5413491617514,30.32560022102765,2025-07-01 07:01:46.720296192,Normal,3.289707604346577,
3752,SENSOR_11,Farm C,49.33631693198105,24.55051621282786,53.38313619297614,2025-07-06 19:19:31.014327040,Critical Low,3.2045253604323785,
3753,SENSOR_7,Farm D,30.41732033728621,34.30318115194292,36.38410801364389,2025-07-02 13:32:16.711145728,Dry,3.7479014131986825,Reduce Irrigation
3754,SENSOR_17,Farm D,23.8462366501743,24.94863997913937,38.49469344928952,2025-07-02 09:01:43.282848000,Critical High,3.789004158386696,Irrigate
3755,SENSOR_12,Farm C,57.83523968041942,15.287648299069668,40.74728419391702,2025-07-06 22:41:26.555247104,Normal,3.616299190592677,
3756,SENSOR_18,Farm D,41.73617883959655,20.52264173657413,62.94487740392606,2025-07-06 03:39:56.205244160,Critical High,3.4958951569601706,Reduce Irrigation
3757,SENSOR_3,Farm B,5.287863326677416,28.519175993196583,40.05767136931376,2025-07-01 13:29:20.651411712,Wet,4.048288838894783,Reduce Irrigation
3758,SENSOR_7,Farm A,34.9255584727019,33.93802142085035,33.11329929185143,2025-07-05 21:39:45.569360384,Wet,2.981284576429023,
3759,SENSOR_1,Farm B,42.19346924035466,25.196330202278617,65.99286750284578,2025-07-06 21:29:30.977552128,Critical Low,3.2518331543194248,Irrigate
3760,SENSOR_18,Farm A,42.87267081141196,22.937142313800216,88.0013765445427,2025-07-01 03:06:51.486598656,Critical High,3.379880237268247,Reduce Irrigation
3761,SENSOR_5,Farm C,49.08377912737589,33.62960957588714,81.72092309799073,2025-07-06 06:55:48.839058432,Wet,4.130083181506574,Reduce Irrigation
3762,SENSOR_19,Farm A,53.35200549450655,19.50679103462104,48.18479018469668,2025-07-04 08:52:01.925765120,Critical Low,3.944086459924822,Irrigate
3763,SENSOR_10,Farm D,25.680771250012462,28.545840832377632,63.37327159397567,2025-07-05 05:03:35.725432064,Critical Low,3.314009446281675,
3764,SENSOR_14,Farm C,60.86551369053489,22.9008852626243,53.43077216362159,2025-07-03 23:49:09.469065984,Critical High,3.58522928015655,Irrigate
3765,SENSOR_9,Farm C,59.28083364738356,30.51401077281155,81.29100444915699,2025-07-05 09:48:11.573503232,Normal,3.033990669451976,Reduce Irrigation
3766,SENSOR_7,Farm C,15.1224348729275,23.02042438635752,51.70221176107484,2025-06-30 19:44:59.377543424,Critical Low,4.055720930500359,Reduce Irrigation
3767,SENSOR_18,Farm A,33.73335384564052,27.103380095116048,39.62020109114189,2025-07-05 20:33:55.151361024,Critical Low,2.973313047488209,
3768,SENSOR_19,Farm C,54.163984201963565,20.523051328814017,89.32584552529055,2025-06-30 19:37:29.186999808,Critical Low,2.9015056030808144,Irrigate
3769,SENSOR_3,Farm A,40.77289184505115,29.57585944484927,75.05533133347063,2025-07-03 17:35:31.691114240,Wet,4.06770231016259,Reduce Irrigation
3770,SENSOR_14,Farm C,21.802979075451542,28.15618177570584,77.91578402952261,2025-07-01 15:07:42.042999296,Wet,3.019390648166045,Reduce Irrigation
3771,SENSOR_1,Farm B,50.34866472490474,33.851928758754426,85.49893215583506,2025-07-06 06:39:29.429122048,Normal,4.180017504928452,Irrigate
3772,SENSOR_15,Farm D,12.784077819092598,24.85028705358288,72.7287724407351,2025-07-02 18:06:21.743123200,Critical High,3.72206703050036,Irrigate
3773,SENSOR_10,Farm D,12.142815057847145,25.37361338096184,37.706271928301874,2025-07-03 17:23:31.600516096,Dry,3.25627882969558,Reduce Irrigation
3774,SENSOR_8,Farm D,49.87227072509116,24.5477332582247,63.21920644524131,2025-07-03 13:11:23.467510528,Critical Low,3.056340995082213,Reduce Irrigation
3775,SENSOR_4,Farm B,45.51745179887255,32.15468738092402,37.718198006724585,2025-07-05 22:11:22.323395840,Critical High,3.843708780662376,
3776,SENSOR_16,Farm C,58.840885602211,29.93309911704879,45.1128229818266,2025-07-03 21:52:39.314136576,Critical Low,3.57662113542222,Irrigate
3777,SENSOR_5,Farm C,45.62039741839321,28.108229658526085,68.95505019696553,2025-07-06 00:55:05.788500992,Critical Low,4.118783885495179,
3778,SENSOR_19,Farm A,53.52859299449558,20.2860546640598,46.67465352578028,2025-07-01 02:17:05.030754560,Critical Low,3.855923664502278,Irrigate
3779,SENSOR_15,Farm A,30.239195724752072,33.53615434528356,87.11202397369532,2025-07-01 21:51:55.103200000,Normal,3.516326944089194,Reduce Irrigation
3780,SENSOR_6,Farm A,15.428115542231817,20.153775880917337,74.6689279364557,2025-07-04 09:32:57.854983936,Normal,4.187382352524485,Irrigate
3781,SENSOR_16,Farm D,40.24659385948748,24.602897504309315,40.53686103395434,2025-07-07 03:08:19.904577792,Critical High,3.890768822773545,
3782,SENSOR_10,Farm B,56.92006295832817,19.81318266394811,70.81373390535714,2025-07-01 02:29:30.949022208,Normal,4.035630008309482,Irrigate
3783,SENSOR_18,Farm B,24.55523291078164,34.38679607114013,76.72657173094905,2025-06-30 21:14:23.691992576,Wet,3.708185736733857,Irrigate
3784,SENSOR_11,Farm B,24.95291129100587,26.00161105010638,55.79985512326362,2025-07-01 16:03:16.359891456,Normal,3.7048302060624767,Irrigate
3785,SENSOR_12,Farm B,16.067013555116283,34.82667571645464,36.564435737987175,2025-07-05 00:24:34.948741888,Dry,3.091264556564171,Reduce Irrigation
3786,SENSOR_6,Farm C,57.956839656858,18.86820177508063,73.44206780745834,2025-07-03 08:15:19.831677184,Normal,3.1498235803523427,
3787,SENSOR_14,Farm A,34.9597598120671,32.9646470657971,55.5191729299009,2025-07-06 06:59:10.237369600,Critical High,3.722911462669356,Reduce Irrigation
3788,SENSOR_2,Farm C,48.286666036137646,19.10177628892599,83.6276809789864,2025-07-01 02:01:24.775445248,Normal,3.3168940829621327,
3789,SENSOR_16,Farm C,54.874532187830994,27.05162561790771,41.63991623371438,2025-07-01 22:39:52.424983040,Critical Low,3.721831373631996,Irrigate
3790,SENSOR_10,Farm A,19.873922252155847,26.431140132689755,69.44649834112836,2025-07-02 15:50:42.762478336,Critical High,3.5705905691611366,Irrigate
3791,SENSOR_18,Farm C,43.69706269029607,25.86718367812548,36.80428884055268,2025-07-04 22:01:05.257947904,Normal,3.8579161041149703,Irrigate
3792,SENSOR_18,Farm B,40.45438268692984,30.919162875770308,65.22405013960878,2025-07-05 07:42:31.985748480,Dry,3.234075675443876,Reduce Irrigation
3793,SENSOR_5,Farm D,11.613930772176376,29.43508659871319,75.86084791584634,2025-07-01 10:41:26.914298624,Critical High,3.400634323539715,Reduce Irrigation
3794,SENSOR_15,Farm D,37.77604696220342,32.68910787887087,66.67719889659922,2025-07-07 02:35:39.782985472,Critical Low,4.171063544521506,Reduce Irrigation
3795,SENSOR_17,Farm D,34.23595670428557,18.799698118549447,65.80935274733692,2025-07-02 22:38:47.886060544,Dry,3.789877964018712,
3796,SENSOR_10,Farm B,5.3393752139015245,32.89884192510674,57.98611031055707,2025-07-05 12:21:03.961385472,Normal,4.055620331915174,
3797,SENSOR_18,Farm A,13.912786054416406,29.20871351871597,62.93288952961792,2025-07-04 05:01:05.555748608,Wet,3.679795069972521,Reduce Irrigation
3798,SENSOR_4,Farm A,51.03898624011454,36.05859731540549,69.52375907328702,2025-07-02 03:01:58.228300800,Normal,3.8745186881893834,Reduce Irrigation
3799,SENSOR_16,Farm D,32.87329897880808,30.47681133459913,58.85944036867114,2025-07-06 10:24:52.535200512,Wet,3.3283258884856592,
3800,SENSOR_14,Farm D,20.69462908472946,34.1460543574767,69.63727955365138,2025-07-06 05:46:24.008548864,Wet,2.8094423244311466,Reduce Irrigation
3801,SENSOR_7,Farm A,36.547105752571824,22.47657075834698,66.5224720176598,2025-07-03 07:46:16.132476928,Critical Low,3.1311067473195635,Reduce Irrigation
3802,SENSOR_4,Farm A,23.7041488469272,27.73964568791691,67.46790764754887,2025-07-04 15:41:48.412204032,Critical High,3.766426606305237,Irrigate
3803,SENSOR_1,Farm D,29.19324995080924,31.27431622106345,90.562875361878,2025-07-02 08:50:51.470931968,Dry,3.534178858532977,Reduce Irrigation
3804,SENSOR_16,Farm D,47.45849463271944,22.40930230284779,68.80435776974836,2025-07-05 08:29:05.031263744,Normal,3.503187546620381,Irrigate
3805,SENSOR_20,Farm D,34.43164279684521,27.004030226385883,78.11621377587407,2025-07-02 17:20:15.465525760,Critical Low,3.204637324182537,
3806,SENSOR_8,Farm D,55.91274192974627,20.410201130379413,71.17848802459739,2025-07-06 10:03:29.359702016,Critical Low,4.15646831404051,
3807,SENSOR_8,Farm B,47.12401239764389,33.034513487107574,70.8440822866331,2025-07-02 02:08:30.864147200,Critical Low,3.7496915419280943,
3808,SENSOR_8,Farm D,40.00332212249403,35.742747872495215,36.55849949399517,2025-06-30 16:33:01.755217152,Dry,3.3777946952822573,Reduce Irrigation
3809,SENSOR_8,Farm C,13.542376249734748,23.93654950892399,81.63592900659633,2025-07-02 10:37:08.190572288,Dry,3.338567917310076,Irrigate
3810,SENSOR_8,Farm D,22.42937265477645,21.742774664350577,39.64163233227041,2025-07-01 21:46:31.871267072,Critical Low,3.385593806017831,Irrigate
3811,SENSOR_9,Farm D,8.176251749158396,24.96249384627909,88.59704334846177,2025-07-04 02:22:41.507329280,Normal,4.174358408737756,Irrigate
3812,SENSOR_20,Farm C,21.15894782566461,20.44940496278466,42.03275581486747,2025-07-01 23:52:23.642921472,Normal,3.73554533351577,
3813,SENSOR_11,Farm D,19.522094099074227,26.743891412026763,32.69956004659298,2025-07-05 20:38:43.561427200,Normal,3.1887919621246,Irrigate
3814,SENSOR_18,Farm A,26.56048101362829,30.03966632806088,47.33274131784709,2025-07-02 06:07:08.788649984,Critical High,3.203280843434471,Irrigate
3815,SENSOR_15,Farm A,24.637074466612027,24.36406283170359,78.7387739105791,2025-07-05 11:19:22.585317120,Wet,2.981291779688499,
3816,SENSOR_17,Farm D,37.4828920762029,19.36779375458072,68.24620891145481,2025-07-04 14:00:57.432783872,Dry,3.765811306752264,
3817,SENSOR_1,Farm D,28.65219030198852,31.85319594284561,88.5681353784958,2025-07-07 09:37:56.989322240,Dry,3.2984010190924358,Reduce Irrigation
3818,SENSOR_16,Farm A,38.765392839245365,17.878281413067427,64.29385841296161,2025-07-07 11:53:45.889216000,Critical High,4.10107534051138,Reduce Irrigation
3819,SENSOR_13,Farm A,12.583715712460942,31.396446625800788,68.29877916190311,2025-07-06 14:16:39.900175360,Critical Low,3.704190892216421,Irrigate
3820,SENSOR_8,Farm B,49.57008144403452,22.08458965586042,94.58126809533412,2025-07-05 20:06:49.472469248,Wet,3.0470010218980206,Irrigate
3821,SENSOR_19,Farm C,18.442262918047817,36.78805495393896,43.95601128360579,2025-07-03 06:10:36.291773440,Wet,4.2,
3822,SENSOR_14,Farm C,18.701863420528,31.850844819036563,78.19725255588448,2025-07-05 19:00:06.009493760,Wet,3.1775129939690223,Reduce Irrigation
3823,SENSOR_4,Farm B,53.09207894989305,20.19811630587327,82.81101597310747,2025-07-07 04:43:42.895104256,Dry,3.8762282050234407,Irrigate
3824,SENSOR_12,Farm B,52.725951962442366,23.835706427605224,55.07355305446293,2025-06-30 17:58:20.009856512,Wet,3.815672700285343,Reduce Irrigation
3825,SENSOR_6,Farm D,39.78775468663251,20.12392383531917,49.646840670613614,2025-07-04 07:17:27.801136128,Critical Low,4.165150946408558,Irrigate
3826,SENSOR_10,Farm C,27.870335492990765,19.6037817129634,70.65740141113066,2025-07-02 02:14:36.907821568,Dry,4.2,Irrigate
3827,SENSOR_7,Farm D,54.84519231816229,31.25668769525269,64.61590508559135,2025-07-04 10:36:03.687994624,Normal,3.995316969845484,Reduce Irrigation
3828,SENSOR_3,Farm A,17.58145669642139,23.681552326037917,35.09433598693363,2025-07-03 19:26:25.925760768,Critical Low,3.42933117844795,Irrigate
3829,SENSOR_6,Farm C,52.76567273456382,19.240731487778834,74.0484890687794,2025-07-04 13:34:04.297071872,Normal,3.06296430555678,
3830,SENSOR_4,Farm A,27.249502652649763,28.44635325454407,73.59627417079275,2025-07-04 09:27:16.388453632,Critical High,3.808172370797006,Irrigate
3831,SENSOR_18,Farm A,37.31754324277117,24.56347530224673,38.57559346559341,2025-07-07 05:17:51.295961344,Critical Low,3.099891440096441,
3832,SENSOR_2,Farm C,48.82854042661854,27.473905589491604,65.40217972997951,2025-07-04 09:39:26.975867392,Dry,3.1874460177613844,Irrigate
3833,SENSOR_3,Farm B,10.229677956361368,26.27200367863129,43.68652203797407,2025-07-06 10:24:54.782685184,Wet,3.882338512515618,Reduce Irrigation
3834,SENSOR_11,Farm C,59.068142441788005,23.063624455524742,89.54901487870887,2025-07-02 19:07:38.522002944,Critical High,3.792719478824286,Reduce Irrigation
3835,SENSOR_18,Farm D,27.009189290291587,28.978955138853312,82.90010136193698,2025-07-03 14:44:24.825166848,Critical Low,2.9592225177575604,Reduce Irrigation
